,company_index,name,category_list,funding_total_usd,status,region,funding_rounds,founded_at
6606,3882,BeyondCore,Analytics|Software,9000000,1,North America,1,2004-01-01
6607,3883,BeyondJob.com,Curated Web,549000,1,North America,1,2009-03-01
6609,3884,BEZ Systems,Enterprise Software,13100000,1,North America,3,1983-01-01
6610,3885,Bezalel Inc.,Consumer Electronics|Mobile|Wearables|Wireless,1200000,1,North America,1,2013-01-01
6611,3886,Bezar,Design|E-Commerce|Marketplaces,2250000,1,North America,1,2014-08-01
6612,3887,BF Commodities,Clean Technology,250000,1,Europe,1,2003-06-01
6613,3888,BFF Biz,E-Books|Reviews and Recommendations|Social Network Media,525000,1,North America,1,2014-10-02
6615,3889,BFKW,Biotechnology,280000,1,North America,1,2004-01-01
6617,3890,BG Medicine,Biotechnology|Health Care,96029290,2,North America,8,2000-01-01
6621,3891,Bhakti Chai,Consumer Goods|Non Profit|Organic,3000000,1,North America,2,2007-01-01
6623,3892,Bharat Light and Power Group,Clean Technology,15350000,1,Asia,2,2010-01-01
6624,3893,Bharat Matrimony,Curated Web|Match-Making,11750000,1,Asia,1,1969-03-12
6625,3894,Bhinneka.Com,E-Commerce,22000000,1,Asia,1,1993-01-01
6628,3895,BI-SAM Technologies,Analytics,6570000,1,Europe,1,2000-01-01
6629,3896,BIScience,Advertising|Business Intelligence,7000000,1,North America,3,2009-04-01
6630,3897,Bi02 Medical,Health Care,44271141,1,North America,7,2006-12-01
6631,3898,BI2 Technologies,Nonprofits,550000,1,North America,1,2006-01-01
6632,3899,Bia,Fashion|Fitness|Health and Wellness|Women,3300000,1,North America,4,2012-01-01
6633,3900,BIA Separations,Biotechnology,1694742,1,Asia,1,1998-01-01
6635,3901,Biametrics GmbH,Analytics|Biotechnology|Health Care,3572446,1,Europe,2,2007-01-01
6636,3902,BiancaMed,Diagnostics|Health Care|Health Diagnostics,11988175,1,Europe,2,2003-01-01
6637,3903,FourthWall Media,Ad Targeting|Advertising|Web Tools,25071584,1,North America,2,1999-01-01
6638,3904,Biart,3D Printing|3D Technology|Android|Games|iOS|Mobile|Mobile Games|Mobile Software Tools|Serious Games|Tablets|Video Games,4750000,1,North America,2,2007-02-02
6639,3905,Bib + Tuck,Collaborative Consumption|E-Commerce|Fashion|File Sharing,600000,1,North America,1,2012-07-01
6640,3906,Biba,Mobile,15515000,1,North America,2,2012-01-01
6641,3907,BIBA Apparels,E-Commerce|Fashion|Retail|Women,48600000,1,Asia,1,1988-01-01
6642,3908,Bibblio,Digital Media|Education,42183,1,Europe,2,2014-01-01
6643,3909,BiBCOM,Software,240000,1,Europe,1,2005-01-01
6644,3910,BiBOARD,Software,2145715,1,Europe,1,2008-01-01
6649,3911,Bicon Pharmaceutical,Biotechnology|Health Care|Medical,250000000,1,Asia,2,1997-01-01
6651,3912,Bid Nerd,Curated Web|Social Network Media,250000,0,North America,1,2009-07-01
6652,3913,Bid On Energy,Small and Medium Businesses,74000,1,North America,1,2014-09-24
6654,3914,BidAway,Auctions|E-Commerce|Entertainment|Experience Design,1430000,1,Europe,3,2012-07-04
6655,3915,BiddingForGood,E-Commerce|Shopping,16700000,1,North America,4,2003-01-01
6656,3916,Biddus,Online Shopping,95954,1,Europe,1,2013-01-01
6657,3917,Bideo,Auctions|Cloud Data Services|Content|Media|News|Photography|Video,500000,1,North America,2,2010-02-08
6659,3918,BidFlyer,Application Platforms|Low Bid Auctions|Real Time,1000000,1,Asia,1,2014-04-21
6660,3919,Bidgely,Analytics,24600000,1,North America,3,2010-01-01
6661,3920,BidKind,Celebrity|Charity|E-Commerce|Lifestyle,3000000,0,North America,1,2014-02-01
6663,3921,"BidPal, Inc.",Auctions|Nonprofits|SaaS|Software,16579175,1,North America,10,2008-01-01
6666,3922,Bidstalk,Advertising|Advertising Exchanges|Advertising Platforms|Algorithms|Mobile|Mobile Advertising|PaaS|SaaS,500000,1,Asia,1,2013-12-01
6667,3923,Bidtellect - Native Intelligence,Advertising|Publishing|Social Media Marketing,26797834,1,North America,2,2013-01-03
6670,3924,Bidu Corretora,E-Commerce|Financial Services|Insurance,8900000,1,South America,1,2012-07-01
6671,3925,Bidvine,Local Advertising|Local Services|Marketplaces,1640000,1,Europe,2,2014-08-15
6677,3926,Big Box Labs,Software,40000,1,North America,1,2012-01-01
6680,3927,Big Cloud Analytics,Analytics|Big Data|Cloud Computing,1500000,1,North America,1,2013-09-04
6681,3928,"BDEX, LLC",Internet,2325000,1,North America,3,2014-01-01
6682,3929,Big Data for Humans,Big Data|E-Commerce|Software|Travel,2440000,1,Europe,2,2014-02-03
6683,3930,Big Data Partnership,Big Data|Big Data Analytics|Consulting|Machine Learning|Software,6807327,1,Europe,2,2012-01-01
6684,3931,Big Data Perspective,Big Data Analytics|Enterprises,650000,1,North America,1,2014-04-09
6685,3932,Big Delta Systems,Manufacturing,1150000,1,North America,2,2014-01-01
6688,3933,Big Fish,Entertainment|Gambling|Games|Mobile|Video Games|Video Streaming,95244796,1,North America,2,2002-01-01
6689,3934,Big Frame,Advertising|Video|Video Streaming,3425000,1,North America,2,2011-07-07
6691,3935,Big Game Hunters,E-Commerce|Sports,835156,1,Europe,2,1997-10-01
6693,3936,Big In Japan,Android|Augmented Reality|Coupons|Data Visualization|iPhone|Mobile|QR Codes|RIM|Web Tools,700000,1,North America,1,2008-07-01
6694,3937,BIG Launcher,Apps|Finance|FinTech|Mobile|Senior Citizens,122738,1,Europe,2,2011-10-01
6695,3938,Big Live,Chat|Fashion|Music|Social Media|Social Network Media|Television|Video|Video Streaming,4715359,0,North America,5,2008-01-01
6697,3939,Big Unlimited,App Marketing|Digital Entertainment|Digital Media|Online Video Advertising,1634615,1,Oceania,1,2014-12-31
6698,3940,Big River,Software,250000,1,North America,2,2011-03-01
6702,3941,Big Stage,Entertainment|Games,10600000,1,North America,2,2008-06-01
6703,3942,BigString,Curated Web|Email|Messaging|Security,518000,0,North America,2,2003-10-01
6704,3943,Big Super Search,Curated Web,3313907,1,North America,2,2005-01-01
6705,3944,Big Switch Networks,Software,44300000,1,North America,3,2010-01-01
6706,3945,Big Tree Farms,Public Transportation,5007614,1,North America,2,2003-01-01
6707,3946,BigBad,Consulting,360000,0,North America,1,1991-01-01
6708,3947,Bigballs Media,Business Services|Media|Sports,10731587,1,Europe,1,2006-01-01
6709,3948,BigBand Networks,Telecommunications|Web Hosting,42000000,1,North America,2,1998-01-01
6711,3949,Bigbasket.com,E-Commerce|Groceries|Online Shopping,85799999,1,Asia,3,2011-10-01
6713,3950,Bigbox,E-Commerce|Retail,480000,1,North America,1,2009-11-17
6717,3951,Bigcommerce,E-Commerce|Online Shopping|Web Development,125204369,1,North America,5,2009-01-01
6718,3952,Big Contacts,Software,350000,1,North America,1,2005-09-01
6721,3953,BigDoor,Advertising|Brand Marketing|Customer Service|Entrepreneur|Game Mechanics|Gamification,13065000,1,North America,7,2009-06-01
6724,3954,BigFix,Security,26400000,1,North America,3,1997-01-01
6725,3955,Bigfoot Biomedical,Healthcare Services|Medical Devices|Mobile Health,12350000,1,North America,3,2014-11-18
6726,3956,Bigfoot Interactive,Email|Email Marketing|Services,6000000,1,North America,1,1997-01-01
6727,3957,Bigfoot Networks,Hardware + Software|Interface Design|Technology,20750000,1,North America,3,2006-01-01
6730,3958,Bigleaf Networks,Internet,1500000,1,North America,1,2012-01-01
6733,3959,BigML,Big Data|Health Diagnostics|Machine Learning|Predictive Analytics|Software,1633000,1,North America,3,2011-01-01
6734,3960,Bignay,Mobility|Technology,1000000,1,North America,1,2014-03-01
6735,3961,BigPanda,Application Performance Monitoring|Cloud Infrastructure|Data Centers|Developer Tools|Enterprise Software|Infrastructure|IT Management|SaaS|Software,23000000,1,North America,2,2012-01-01
6736,3962,Bigpoint,FreetoPlay Gaming|Game|Games|MMO Games|Publishing,460488000,1,Europe,2,2002-01-01
6739,3963,BigRoad Inc.,Android|Apps|Software,2238677,1,North America,4,2011-04-01
6742,3964,Bigstep.com,Customer Service|Design|E-Commerce|Web Hosting,6500000,1,Europe,1,2013-01-01
6743,3965,BigStylist,Beauty,1000000,1,Asia,1,2015-05-04
6745,3966,BigTeams,SaaS|Sports,5000000,1,North America,2,2001-01-01
6748,3967,BigTime Software,Software,3113168,1,North America,2,2002-01-01
6749,3968,bigtincan,Mobile,5000000,1,North America,1,2011-01-01
6750,3969,BigTip,E-Commerce,475000,1,North America,1,2010-01-01
6751,3970,BigTree,Software|Transportation,10000,1,North America,1,2009-03-01
6752,3971,bigtruck brand,Fashion,300000,1,North America,1,2010-01-01
6753,3972,BigTwist,3D|Cloud Computing|Enterprise Software|Mobile|Presentations,620000,0,North America,1,2011-11-08
6755,3973,BIGWORDS.com,Curated Web,80300000,1,North America,2,2001-01-01
6757,3974,BigZop,Internet|Marketplaces|Mobile,600000,1,Asia,1,2015-01-01
6759,3975,biicode,Artificial Intelligence|Developer Tools|Embedded Hardware and Software|Robotics|Software|Video Games,384000,1,Europe,1,2012-01-14
6761,3976,Bijk.com,Networking|Web Hosting,169020,1,Europe,1,2010-01-01
6762,3977,Bijlipay,E-Commerce,2000000,1,Asia,1,2007-01-01
6765,3978,Bikanta,Biotechnology|Health Diagnostics|Nanotechnology,120000,1,North America,1,2013-01-01
6766,3979,Bike 2.0,Bicycles|Distribution|Manufacturing,520833,1,Europe,1,2011-01-01
6767,3980,Bike HUD,Automotive,195072,1,Europe,2,2012-01-01
6768,3981,Bike-ID,Insurance|Security,83457,1,Europe,1,2015-09-25
6770,3982,Bikmo,Automotive|Bicycles|Price Comparison|Recycling|Search|Sports,151978,1,Europe,1,2011-09-01
6771,3983,Bilbus,Finance,72407,1,Europe,1,2010-01-01
6772,3984,Bildero,Software,250000,1,Europe,1,2011-03-01
6773,3985,Bilende Technologies,B2B|Consulting|Design|Location Based Services|Mobile|Portals|Sales and Marketing|Software|Startups|Usability|Web Development,100000,1,Asia,1,2008-03-01
6775,3986,Biletu,E-Commerce|Mobile|Shopping|Transaction Processing,40000,1,South America,1,2011-11-01
6778,3987,Bilims,Automotive|Clean Technology|Cloud Computing|Computer Vision|M2M|Renewable Energies|Robotics|Web Development,100000,1,Asia,1,2013-03-21
6779,3988,Bill.com,Finance|SaaS,129100000,1,North America,8,2006-08-01
6781,3989,Bill-Ray Home Mobility,Biotechnology|Medical,400000,1,North America,2,2009-12-22
6784,3990,Billabong International,Fashion,382106890,1,Oceania,2,1973-01-01
6785,3991,billage,Billing|Collaboration|CRM|Project Management|SaaS|Software|Tracking,196079,1,Europe,1,2013-05-25
6786,3992,Billaway,Enterprise Software,1100000,0,North America,1,2012-01-01
6789,3993,Billeo Inc.,Financial Services|Payments,15260000,0,North America,3,2006-01-01
6790,3994,Billetto,E-Commerce|Events|Promotional|Ticketing,2877820,1,Europe,1,2010-09-01
6791,3995,Billfaster,Accounting|Billing|Digital Media|Finance|Software,483410,1,Europe,2,2008-12-01
6792,3996,Billfish Software,Business Development|Enterprise Software,500000,0,North America,1,2007-10-15
6793,3997,BillGuard,Consumer Lending|Credit|Credit Cards|Crowdsourcing|FinTech|Fraud Detection|IT and Cybersecurity|Personal Finance|Security,16500000,1,North America,3,2010-04-11
6795,3998,Buck,Mobile,7240000,0,North America,4,2007-01-01
6796,3999,Billingstreet,Billing|SaaS|Software,18584,1,Europe,1,2012-05-24
6797,4000,Billionmacros,Apps|Internet|Software,396497,1,Asia,2,2014-01-08
6798,4001,Bill Me Later,Credit|E-Commerce|Payments,100000000,1,North America,3,2000-01-01
6800,4002,"BillMyParents, Inc.",E-Commerce,3400000,1,North America,1,2007-01-01
6801,4003,Billogram,Billing|Cloud Computing|Enterprise Software|SaaS,3255000,1,Europe,3,2011-01-02
6803,4004,Billowby,Customer Support Tools|Marketplaces|Online Shopping,250000,1,North America,1,2014-03-01
6804,4005,Bills Khakis,E-Commerce,3100000,1,North America,2,1990-01-01
6805,4006,BillShrink,Curated Web,9000000,0,North America,2,2008-01-01
6806,4007,Billtrust,Business Services|Software,54000000,1,North America,3,2001-01-01
6807,4008,Billy Jackson's Fresh Fish,Sales and Marketing,1000,1,North America,1,2011-01-01
6812,4009,BIMA,Mobile,60400000,1,Europe,2,2010-01-01
6815,4010,Bin1 ATE,Computers|Technology,175000,1,North America,1,2010-01-01
6816,4011,Bina Technologies,Analytics,10304545,1,North America,4,2010-01-01
6820,4012,"Binary Fountain, Inc.",Analytics|Health Care|Reputation|Social Media Management,21700000,1,North America,2,2004-01-01
6826,4013,Bind Health,Genetic Testing,20000,1,North America,1,2014-11-09
6827,4014,BIND Therapeutics,Biotechnology|Health Care,137847684,2,North America,6,2006-01-01
6829,4015,Binder Biomedical,Health Care,685000,1,North America,1,2009-01-01
6830,4016,BindHQ,Cloud Computing|Finance|FinTech|Insurance|SaaS|Web Development,500000,1,North America,1,2012-07-15
6831,4017,Bindle,Messaging|Social Media,2500000,1,North America,1,2014-04-01
6832,4018,Bindo,E-Commerce,1800000,1,North America,1,2013-12-27
6833,4019,Binfire,Collaboration|Document Management|Project Management|Software,1250000,1,North America,2,2008-01-01
6835,4020,Bink! Inc.,Big Data Analytics|Brand Marketing|Gamification|Image Recognition|Mobile Advertising|Mobile Analytics|Mobile Coupons|Mobile Games|Outdoor Advertising|SaaS,105000,1,North America,1,2014-11-14
6836,4021,Binky's Vapes,Consumer Goods|Consumers|Lifestyle Products|Retail,59000,1,North America,1,2014-10-06
6837,4022,BinOptics,Manufacturing|Semiconductors|Telecommunications,38805883,1,North America,6,2000-01-01
6838,4023,Binpress,App Stores|Internet|Marketplaces|Mobile|Open Source|Software,1000000,1,North America,1,2010-08-07
6845,4024,Bio Bureau Biotechnology,Biotechnology|New Product Development,449775,1,South America,1,2009-04-11
6852,4025,BIO-NEMS,Analytics|Biotechnology,925000,1,North America,2,2011-01-01
6853,4026,BIO-PATH HOLDINGS,Biotechnology,2317000,2,North America,4,2011-01-01
6854,4027,Bio-Tree Systems,Software,950000,1,North America,1,2003-01-01
6855,4028,BIO Wellness,Biotechnology,1001000,1,North America,7,2011-01-01
6856,4029,Bio2 Technologies,Biotechnology,1100064,1,North America,1,2009-01-01
6858,4030,Bioabsorbable Therapeutics,Biotechnology,359705,1,North America,1,2004-01-01
6860,4031,BioAegis Therapeutics,Biotechnology,14732412,1,North America,3,2011-01-01
6861,4032,BioAmber,Biotechnology,135585460,2,North America,6,1997-01-01
6862,4033,BioAnalytical Systems,Biotechnology,127890,2,North America,1,1974-01-01
6863,4034,BioAnalytix,Biotechnology,4608000,1,North America,2,2012-01-01
6866,4035,Bioarray Therapeutics,Biotechnology,1468163,1,North America,1,2009-01-01
6867,4036,BioAssets Development,Biotechnology,3911759,1,North America,1,2005-01-01
6868,4037,BioAtla,Biotechnology|Manufacturing|Pharmaceuticals,69000001,1,North America,2,2007-01-01
6869,4038,BioAtlantis,Biotechnology,896000,1,Europe,1,2003-01-01
6870,4039,Bioaxial,Biotechnology,2700000,1,Europe,1,2010-01-01
6871,4040,BioAxone Therapeutic,Biotechnology,12150000,1,North America,1,2000-01-01
6872,4041,BioBeats,Health and Wellness|Machine Learning,650000,1,North America,1,2012-01-01
6873,4042,BioBehavioral Diagnostics,Biotechnology|Health Diagnostics,33213808,1,North America,11,2004-01-01
6874,4043,BioBlast Pharma,Biotechnology,4750000,2,Asia,1,2012-01-01
6875,4044,BioBots,3D|3D Printing,1550000,1,North America,3,2014-08-08
6876,4045,Biocartis,Biotechnology|Health Diagnostics,321184551,2,Europe,8,2007-01-01
6877,4046,BioCatch,Cyber|Cyber Security|Fraud Detection,11600000,1,North America,3,2011-01-01
6882,4047,Bioceptive,Biotechnology,2485000,1,North America,3,2010-09-01
6883,4048,BioCeramic Therapeutics,Biotechnology,1900000,1,Europe,1,2006-01-01
6887,4049,BioClinica,Biotechnology|Enterprise Software,13714382,1,North America,2,1998-01-01
6888,4050,Bioclones,Biotechnology,2850000,1,Africa,1,1982-01-01
6889,4051,Bioconnect Systems,Biotechnology,19024912,0,North America,5,2006-01-01
6890,4052,BioConsortia,Biotechnology,15000000,1,North America,1,2014-01-01
6898,4053,Biocycle,Biotechnology,3900000,1,North America,3,2011-01-01
6900,4054,BioDatomics,Software,1010000,1,North America,5,2010-01-01
6904,4055,Biodesix,Biotechnology|Health Diagnostics,96700000,1,North America,10,2005-01-01
6905,4056,Biodesy,Biotechnology,15350009,1,North America,2,2013-01-01
6906,4057,BioDetego,Biotechnology,50000,1,North America,1,2012-01-01
6907,4058,Biodico,Clean Technology|Fuels|Transportation,1000000,1,North America,1,2004-06-21
6908,4059,BioDigital,Biotechnology,4450000,1,North America,2,2002-01-01
6909,4060,Biodirection,Biotechnology,5637500,1,North America,2,2010-01-01
6910,4061,BioDtech,Biotechnology|Nutraceutical|Therapeutics,575000,1,North America,1,2003-01-01
6913,4062,Bioenvision,Biotechnology,7410000,0,North America,1,1996-01-01
6914,4063,BioExx Specialty Proteins,Biotechnology,9721294,1,North America,5,2003-01-01
6916,4064,BioFire Diagnostics,Biotechnology|Health Diagnostics,70000000,1,North America,2,1990-01-01
6917,4065,Biofisica,Biotechnology,7415000,0,North America,6,2000-01-01
6919,4066,Sirrus,Biotechnology|Chemicals,13600000,1,North America,3,2009-01-01
6920,4067,Biofortuna,Biotechnology|Health Diagnostics,6945919,1,Europe,3,2008-01-01
6921,4068,Biofuelbox,Clean Technology,14660000,1,North America,2,2006-01-01
6922,4069,BioGaming,Fitness|Health and Wellness|Medical,3800000,1,Asia,2,2011-01-01
6923,4070,BioGasol,Clean Technology,19102500,1,Europe,1,2006-01-01
6924,4071,Biogazelle,Biotechnology,2500000,1,Europe,1,2007-07-25
6927,4072,BioGenerics,Biotechnology,4660625,1,North America,2,2010-01-01
6928,4073,Biogenic Reagents,Enterprise Software,13023790,1,North America,2,2011-01-01
6929,4074,BiogeniQ,Big Data|Biotechnology|Health and Wellness|Health Care|Life Sciences|Personal Health,980000,1,North America,2,2013-08-26
6933,4075,Bioheart,Biotechnology,946520,2,North America,5,1999-01-01
6934,4076,Biohorizons.com,Biotechnology|Dental,64058512,1,North America,3,1994-01-01
6935,4077,BioImagene,Biotechnology|Health Diagnostics,26000000,1,North America,1,2003-01-01
6937,4078,BioInspire Technologies,Biotechnology,3124082,1,North America,1,2009-01-01
6938,4079,BioIQ,Biotechnology|Health and Wellness|Mobile Health,928942,1,North America,2,2005-01-01
6939,4080,Bioject Medical Technologies,Biotechnology,2876384,1,North America,3,1985-01-01
6940,4081,BioKier,Biotechnology,2389999,1,North America,4,2008-01-01
6941,4082,Biolase,Biotechnology,49024004,2,North America,3,1987-01-01
6943,4083,Biolectrics,Medical Devices,1000000,1,North America,1,2008-01-01
6944,4084,Biolex Therapeutics,Biotechnology,196664126,0,North America,9,1997-01-01
6946,4085,BiolineRx,Biotechnology,63100000,2,Asia,4,2003-01-01
6948,4086,BioLite,Emerging Markets|Energy|Outdoors|Technology,5000000,1,North America,1,2009-01-01
